link_id,from_id,to_id,from,to,mode,distance_km,cost,emission,data_sources
L605,C13,C2,Spa-Francorchamps (Belgium),Shanghai International Circuit (China),Sea,8926.2,8926.2,6694.65,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L606,C13,C3,Spa-Francorchamps (Belgium),Suzuka Circuit (Japan),Air,9366.3,561978.0,280989.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L607,C13,C4,Spa-Francorchamps (Belgium),Bahrain International Circuit (Sakhir),Air,4640.4,278424.0,139212.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L608,C13,C4,Spa-Francorchamps (Belgium),Bahrain International Circuit (Sakhir),Sea,4640.4,4640.4,3480.3,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L609,C13,C5,Spa-Francorchamps (Belgium),Jeddah Corniche Circuit (Saudi Arabia),Air,4307.7,258462.0,129231.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L610,C13,C5,Spa-Francorchamps (Belgium),Jeddah Corniche Circuit (Saudi Arabia),Sea,4307.7,4307.7,3230.78,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L611,C13,C6,Spa-Francorchamps (Belgium),Miami International Autodrome (USA),Air,7556.5,453390.0,226695.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L612,C13,C6,Spa-Francorchamps (Belgium),Miami International Autodrome (USA),Sea,7556.5,7556.5,5667.38,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L613,C13,C7,Spa-Francorchamps (Belgium),Imola (Autodromo Enzo e Dino Ferrari),Air,803.3,48198.0,24099.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L614,C13,C7,Spa-Francorchamps (Belgium),Imola (Autodromo Enzo e Dino Ferrari),Road,803.3,4819.8,3213.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L615,C13,C8,Spa-Francorchamps (Belgium),Circuit de Monaco (Monaco),Air,753.3,45198.0,22599.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L616,C13,C8,Spa-Francorchamps (Belgium),Circuit de Monaco (Monaco),Road,753.3,4519.8,3013.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L617,C13,C8,Spa-Francorchamps (Belgium),Circuit de Monaco (Monaco),Sea,753.3,753.3,564.98,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L618,C13,C9,Spa-Francorchamps (Belgium),Circuit de Barcelona-Catalunya (Spain),Air,1026.4,61584.0,30792.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L619,C13,C9,Spa-Francorchamps (Belgium),Circuit de Barcelona-Catalunya (Spain),Road,1026.4,6158.4,4105.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L620,C13,C9,Spa-Francorchamps (Belgium),Circuit de Barcelona-Catalunya (Spain),Sea,1026.4,1026.4,769.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L621,C13,C10,Spa-Francorchamps (Belgium),Circuit Gilles Villeneuve (Montreal-Canada),Air,5655.5,339330.0,169665.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L622,C13,C10,Spa-Francorchamps (Belgium),Circuit Gilles Villeneuve (Montreal-Canada),Sea,5655.5,5655.5,4241.62,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L623,C13,C11,Spa-Francorchamps (Belgium),Red Bull Ring (Spielberg-Austria),Air,735.7,44142.0,22071.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L624,C13,C11,Spa-Francorchamps (Belgium),Red Bull Ring (Spielberg-Austria),Road,735.7,4414.2,2942.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L625,C13,C12,Spa-Francorchamps (Belgium),Silverstone Circuit (UK),Air,519.2,31152.0,15576.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L626,C13,C12,Spa-Francorchamps (Belgium),Silverstone Circuit (UK),Road,519.2,3115.2,2076.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L627,C13,C14,Spa-Francorchamps (Belgium),Hungaroring (Budapest-Hungary),Air,1017.6,61056.0,30528.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L628,C13,C14,Spa-Francorchamps (Belgium),Hungaroring (Budapest-Hungary),Road,1017.6,6105.6,4070.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L629,C13,C15,Spa-Francorchamps (Belgium),Circuit Zandvoort (Netherlands),Air,238.6,14316.0,7158.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L630,C13,C15,Spa-Francorchamps (Belgium),Circuit Zandvoort (Netherlands),Road,238.6,1431.6,954.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L631,C13,C15,Spa-Francorchamps (Belgium),Circuit Zandvoort (Netherlands),Sea,238.6,238.6,178.95,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L632,C13,C16,Spa-Francorchamps (Belgium),Autodromo Nazionale Monza (Italy),Air,589.8,35388.0,17694.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L633,C13,C16,Spa-Francorchamps (Belgium),Autodromo Nazionale Monza (Italy),Road,589.8,3538.8,2359.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L634,C13,C17,Spa-Francorchamps (Belgium),Circuit of The Americas (Austin-USA),Air,8349.1,500946.0,250473.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L635,C13,C18,Spa-Francorchamps (Belgium),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,9369.3,562158.0,281079.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L636,C13,C19,Spa-Francorchamps (Belgium),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,9728.9,583734.0,291867.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L637,C13,C19,Spa-Francorchamps (Belgium),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Sea,9728.9,9728.9,7296.68,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L638,C13,C20,Spa-Francorchamps (Belgium),Las Vegas Street Circuit (USA),Air,8801.4,528084.0,264042.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L639,C13,C20,Spa-Francorchamps (Belgium),Las Vegas Street Circuit (USA),Sea,8801.4,8801.4,6601.05,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L640,C13,C21,Spa-Francorchamps (Belgium),Marina Bay Street Circuit (Singapore),Air,10453.9,627234.0,313617.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L641,C13,C21,Spa-Francorchamps (Belgium),Marina Bay Street Circuit (Singapore),Sea,10453.9,10453.9,7840.42,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L642,C13,C22,Spa-Francorchamps (Belgium),Yas Marina Circuit (Abu Dhabi-UAE),Air,5045.7,302742.0,151371.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L643,C13,C22,Spa-Francorchamps (Belgium),Yas Marina Circuit (Abu Dhabi-UAE),Sea,5045.7,5045.7,3784.27,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L644,C13,C23,Spa-Francorchamps (Belgium),Lusail International Circuit (Qatar),Air,4757.1,285426.0,142713.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L645,C13,C23,Spa-Francorchamps (Belgium),Lusail International Circuit (Qatar),Sea,4757.1,4757.1,3567.83,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L646,C13,C24,Spa-Francorchamps (Belgium),Baku City Circuit (Azerbaijan),Air,3545.4,212724.0,106362.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L647,C13,C24,Spa-Francorchamps (Belgium),Baku City Circuit (Azerbaijan),Road,3545.4,21272.4,14181.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L648,C13,C24,Spa-Francorchamps (Belgium),Baku City Circuit (Azerbaijan),Sea,3545.4,3545.4,2659.05,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L649,C14,C1,Hungaroring (Budapest-Hungary),Albert Park (Melbourne-Australia),Air,15546.4,932784.0,466392.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L650,C14,C1,Hungaroring (Budapest-Hungary),Albert Park (Melbourne-Australia),Sea,15546.4,15546.4,11659.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L651,C14,C2,Hungaroring (Budapest-Hungary),Shanghai International Circuit (China),Air,8302.6,498156.0,249078.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L652,C14,C2,Hungaroring (Budapest-Hungary),Shanghai International Circuit (China),Sea,8302.6,8302.6,6226.95,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L653,C14,C3,Hungaroring (Budapest-Hungary),Suzuka Circuit (Japan),Air,8932.8,535968.0,267984.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L654,C14,C4,Hungaroring (Budapest-Hungary),Bahrain International Circuit (Sakhir),Air,3628.9,217734.0,108867.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L655,C14,C4,Hungaroring (Budapest-Hungary),Bahrain International Circuit (Sakhir),Sea,3628.9,3628.9,2721.67,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L656,C14,C5,Hungaroring (Budapest-Hungary),Jeddah Corniche Circuit (Saudi Arabia),Air,3387.8,203268.0,101634.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L657,C14,C5,Hungaroring (Budapest-Hungary),Jeddah Corniche Circuit (Saudi Arabia),Sea,3387.8,3387.8,2540.85,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L658,C14,C6,Hungaroring (Budapest-Hungary),Miami International Autodrome (USA),Air,8573.8,514428.0,257214.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L659,C14,C6,Hungaroring (Budapest-Hungary),Miami International Autodrome (USA),Sea,8573.8,8573.8,6430.35,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L660,C14,C7,Hungaroring (Budapest-Hungary),Imola (Autodromo Enzo e Dino Ferrari),Air,683.8,41028.0,20514.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L661,C14,C7,Hungaroring (Budapest-Hungary),Imola (Autodromo Enzo e Dino Ferrari),Road,683.8,4102.8,2735.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L662,C14,C8,Hungaroring (Budapest-Hungary),Circuit de Monaco (Monaco),Air,1012.4,60744.0,30372.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L663,C14,C8,Hungaroring (Budapest-Hungary),Circuit de Monaco (Monaco),Road,1012.4,6074.4,4049.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L664,C14,C8,Hungaroring (Budapest-Hungary),Circuit de Monaco (Monaco),Sea,1012.4,1012.4,759.3,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L665,C14,C9,Hungaroring (Budapest-Hungary),Circuit de Barcelona-Catalunya (Spain),Air,1497.9,89874.0,44937.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L666,C14,C9,Hungaroring (Budapest-Hungary),Circuit de Barcelona-Catalunya (Spain),Road,1497.9,8987.4,5991.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L667,C14,C9,Hungaroring (Budapest-Hungary),Circuit de Barcelona-Catalunya (Spain),Sea,1497.9,1497.9,1123.42,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L668,C14,C10,Hungaroring (Budapest-Hungary),Circuit Gilles Villeneuve (Montreal-Canada),Air,6645.3,398718.0,199359.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L669,C14,C10,Hungaroring (Budapest-Hungary),Circuit Gilles Villeneuve (Montreal-Canada),Sea,6645.3,6645.3,4983.97,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L670,C14,C11,Hungaroring (Budapest-Hungary),Red Bull Ring (Spielberg-Austria),Air,339.8,20388.0,10194.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L671,C14,C11,Hungaroring (Budapest-Hungary),Red Bull Ring (Spielberg-Austria),Road,339.8,2038.8,1359.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L672,C14,C12,Hungaroring (Budapest-Hungary),Silverstone Circuit (UK),Air,1531.3,91878.0,45939.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L673,C14,C12,Hungaroring (Budapest-Hungary),Silverstone Circuit (UK),Road,1531.3,9187.8,6125.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L674,C14,C13,Hungaroring (Budapest-Hungary),Spa-Francorchamps (Belgium),Air,1017.6,61056.0,30528.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L675,C14,C13,Hungaroring (Budapest-Hungary),Spa-Francorchamps (Belgium),Road,1017.6,6105.6,4070.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L676,C14,C15,Hungaroring (Budapest-Hungary),Circuit Zandvoort (Netherlands),Air,1176.9,70614.0,35307.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L677,C14,C15,Hungaroring (Budapest-Hungary),Circuit Zandvoort (Netherlands),Road,1176.9,7061.4,4707.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L678,C14,C15,Hungaroring (Budapest-Hungary),Circuit Zandvoort (Netherlands),Sea,1176.9,1176.9,882.68,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L679,C14,C16,Hungaroring (Budapest-Hungary),Autodromo Nazionale Monza (Italy),Air,791.6,47496.0,23748.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L680,C14,C16,Hungaroring (Budapest-Hungary),Autodromo Nazionale Monza (Italy),Road,791.6,4749.6,3166.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L681,C14,C17,Hungaroring (Budapest-Hungary),Circuit of The Americas (Austin-USA),Air,9326.3,559578.0,279789.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L682,C14,C18,Hungaroring (Budapest-Hungary),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,10369.5,622170.0,311085.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L683,C14,C19,Hungaroring (Budapest-Hungary),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,10294.5,617670.0,308835.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
